"","Year","Date","BigBioPlot","PlantSpNum","Plot","Treatment","Species","Mass.g.m.2.","Planted"
"22486",2024,NA,295,32,167,"Control","Asclepias tuberosa",0,"planted"
"22487",2024,NA,295,32,167,"Control","Agropyron smithii",0,"planted"
"22488",2015,"8/25/2015",295,32,167,"Control","Solidago rigida",0.29,"planted"
"22489",2014,"8/14/2014",295,32,167,"Control","Panicum virgatum",0.86,"planted"
"22490",2023,NA,295,32,167,"Control","Agropyron smithii",0,"planted"
"22491",2010,"8/26/2010",295,32,167,"Control","Schizachyrium scoparium",17.6,"planted"
"22492",2017,"8/1/2017",295,32,167,"Control","Real weeds",0.36,"weed"
"22493",2010,"8/26/2010",295,32,167,"Control","Oxybaphus hirsutus",2.4,"weed"
"22494",2016,"8/1/2016",295,32,167,"Control","Petalostemum purpureum",0,"planted"
"22495",2007,"10/5/2007",295,32,167,"Control","Sorghastrum nutans",49,"planted"
"22496",2016,"8/1/2016",295,32,167,"Control","Petalostemum villosum",0,"planted"
"22497",2024,NA,295,32,167,"Control","Amorpha canescens",0,"planted"
"22498",2016,"8/1/2016",295,32,167,"Control","Zizia aurea",0,"planted"
"22499",2013,"8/20/2013",295,32,167,"Control","Sorghastrum nutans",4,"planted"
"22500",2013,"8/20/2013",295,32,167,"Control","Solidago nemoralis",0.7,"planted"
"22501",2018,"8/1/2018",295,32,167,"Control","Real weeds",2.1,"weed"
"22502",2011,"8/26/2011",295,32,167,"Control","Andropogon gerardi",457.2,"planted"
"22503",2023,NA,295,32,167,"Control","Petalostemum candidum",0,"planted"
"22504",2011,"8/26/2011",295,32,167,"Control","Sorghastrum nutans",4.8,"planted"
"22505",2010,"8/26/2010",295,32,167,"Control","Lupinus perennis",67.4,"planted"
"22506",2010,"8/26/2010",295,32,167,"Control","Solidago nemoralis",56.1,"planted"
"22507",2016,"8/1/2016",295,32,167,"Control","Koeleria cristata",0,"planted"
"22508",2016,"8/1/2016",295,32,167,"Control","Buchloe dactyloides",0,"planted"
"22509",2007,"10/5/2007",295,32,167,"Control","Panicum virgatum",19.6,"planted"
"22510",2018,"8/1/2018",295,32,167,"Control","Petalostemum villosum",0,"planted"
"22511",2016,"8/1/2016",295,32,167,"Control","Petalostemum candidum",0.22,"planted"
"22512",2024,NA,295,32,167,"Control","Achillea millefolium (lanulosa)",0,"planted"
"22513",2023,NA,295,32,167,"Control","Poa pratensis",5.32,"planted"
"22514",2018,"8/1/2018",295,32,167,"Control","Coreopsis palmata",62.6,"planted"
"22515",2012,"8/28/2012",295,32,167,"Control","Schizachyrium scoparium",2.2,"planted"
"22516",2018,"8/1/2018",295,32,167,"Control","Bouteloua gracilis",0.6,"planted"
"22517",2018,"8/1/2018",295,32,167,"Control","Sorghastrum nutans",50.5,"planted"
"22518",2012,"8/28/2012",295,32,167,"Control","Solidago nemoralis",16.8,"planted"
"22519",2018,"8/1/2018",295,32,167,"Control","Solidago rigida",2.2,"planted"
"22520",2024,NA,295,32,167,"Control","Bouteloua gracilis",0,"planted"
"22521",2016,"8/1/2016",295,32,167,"Control","Andropogon gerardi",9.77,"planted"
"22522",2013,"8/20/2013",295,32,167,"Control","Poa pratensis",31.3,"planted"
"22523",2018,"8/1/2018",295,32,167,"Control","Lespedeza capitata",0.7,"planted"
"22524",2016,"8/1/2016",295,32,167,"Control","Schizachyrium scoparium",1.27,"planted"
"22525",2013,"8/20/2013",295,32,167,"Control","Lupinus perennis",49.2,"planted"
"22526",2018,"8/1/2018",295,32,167,"Control","Elymus canadensis",0,"planted"
"22527",2016,"8/1/2016",295,32,167,"Control","Sporobolus cryptandrus",0,"planted"
"22528",2018,"8/1/2018",295,32,167,"Control","Quercus macrocarpa",0,"planted"
"22529",2018,"8/1/2018",295,32,167,"Control","Poa pratensis",17.6,"planted"
"22530",2023,NA,295,32,167,"Control","Monarda fistulosa",0,"planted"
"22531",2010,"8/26/2010",295,32,167,"Control","Andropogon gerardi",153.5,"planted"
"22532",2023,NA,295,32,167,"Control","Buchloe dactyloides",0,"planted"
"22533",2016,"8/1/2016",295,32,167,"Control","Elymus canadensis",0,"planted"
"22534",2018,"8/1/2018",295,32,167,"Control","Lupinus perennis",29.8,"planted"
"22535",2007,"10/5/2007",295,32,167,"Control","Schizachyrium scoparium",10.5,"planted"
"22536",2016,"8/1/2016",295,32,167,"Control","Real weeds",0.02,"weed"
"22537",2018,"8/1/2018",295,32,167,"Control","Bouteloua curtipendula",0.6,"planted"
"22538",2018,"8/1/2018",295,32,167,"Control","Koeleria cristata",0,"planted"
"22539",2023,NA,295,32,167,"Control","Achillea millefolium (lanulosa)",2.74,"planted"
"22540",2015,"8/25/2015",295,32,167,"Control","Lespedeza capitata",4,"planted"
"22541",2023,NA,295,32,167,"Control","Miscellaneous litter",0,"weed"
"22542",2023,NA,295,32,167,"Control","Petalostemum villosum",0,"planted"
"22543",2017,"8/1/2017",295,32,167,"Control","Lupinus perennis",151.6,"planted"
"22544",2024,NA,295,32,167,"Control","Petalostemum candidum",0,"planted"
"22545",2017,"8/1/2017",295,32,167,"Control","Lespedeza capitata",24.6,"planted"
"22546",2010,"8/26/2010",295,32,167,"Control","Liatris aspera",163.1,"planted"
"22547",2016,"8/1/2016",295,32,167,"Control","Asclepias tuberosa",0,"planted"
"22548",2018,"8/1/2018",295,32,167,"Control","Zizia aurea",0,"planted"
"22549",2016,"8/1/2016",295,32,167,"Control","Amorpha canescens",0,"planted"
"22550",2016,"8/1/2016",295,32,167,"Control","Rudbeckia serotina",0,"planted"
"22551",2024,NA,295,32,167,"Control","Liatris aspera",0,"planted"
"22552",2018,"8/1/2018",295,32,167,"Control","Calamagrostis canadensis",0,"planted"
"22553",2014,"8/14/2014",295,32,167,"Control","Andropogon gerardi",46.8,"planted"
"22554",2023,NA,295,32,167,"Control","Solidago nemoralis",0,"planted"
"22555",2023,NA,295,32,167,"Control","32 species weeds",0,"weed"
"22556",2010,"8/26/2010",295,32,167,"Control","Sporobolus cryptandrus",2.9,"planted"
"22557",2023,NA,295,32,167,"Control","Liatris aspera",0,"planted"
"22558",2016,"8/1/2016",295,32,167,"Control","Bouteloua gracilis",0,"planted"
"22559",2012,"8/28/2012",295,32,167,"Control","Sorghastrum nutans",21.7,"planted"
"22560",2024,NA,295,32,167,"Control","Bouteloua curtipendula",0,"planted"
"22561",2020,"8/1/2020",295,32,167,"Control","Liatris aspera",109.36,"planted"
"22562",2013,"8/20/2013",295,32,167,"Control","Oxybaphus hirsutus",0.02,"weed"
"22563",2024,NA,295,32,167,"Control","Solidago rigida",0,"planted"
"22564",2018,"8/1/2018",295,32,167,"Control","Leersia oryzoides",0,"planted"
"22565",2012,"8/28/2012",295,32,167,"Control","Lespedeza capitata",1.5,"planted"
"22566",2016,"8/1/2016",295,32,167,"Control","Quercus macrocarpa",0,"planted"
"22567",2010,"8/26/2010",295,32,167,"Control","Panicum virgatum",0.6,"planted"
"22568",2023,NA,295,32,167,"Control","Koeleria cristata",0,"planted"
"22569",2023,NA,295,32,167,"Control","Schizachyrium scoparium",1.17,"planted"
"22570",2009,"8/17/2009",295,32,167,"Control","Andropogon gerardi",7.6,"planted"
"22571",2012,"8/28/2012",295,32,167,"Control","Liatris aspera",50.7,"planted"
"22572",2016,"8/1/2016",295,32,167,"Control","Baptisia leucantha",0,"planted"
"22573",2023,NA,295,32,167,"Control","Lespedeza capitata",0,"planted"
"22574",2018,"8/1/2018",295,32,167,"Control","Asclepias tuberosa",0,"planted"
"22575",2018,"8/1/2018",295,32,167,"Control","Andropogon gerardi",72,"planted"
"22576",2016,"8/1/2016",295,32,167,"Control","Quercus ellipsoidalis",0,"planted"
"22577",2024,NA,295,32,167,"Control","Lespedeza capitata",0,"planted"
"22578",2018,"8/1/2018",295,32,167,"Control","Buchloe dactyloides",0,"planted"
"22579",2023,NA,295,32,167,"Control","Real weeds",0,"weed"
"22580",2024,NA,295,32,167,"Control","Lupinus perennis",0,"planted"
"22581",2023,NA,295,32,167,"Control","Rudbeckia serotina",0,"planted"
"22582",2023,NA,295,32,167,"Control","Leersia oryzoides",0,"planted"
"22583",2022,NA,295,32,167,"Control","Lupinus perennis",11.52,"planted"
"22584",2010,"8/26/2010",295,32,167,"Control","Agropyron repens",1.1,"weed"
"22585",2009,"8/17/2009",295,32,167,"Control","Lespedeza capitata",3,"planted"
"22586",2010,"8/26/2010",295,32,167,"Control","Bouteloua gracilis",50.2,"planted"
"22587",2016,"8/1/2016",295,32,167,"Control","Leersia oryzoides",0,"planted"
"22588",2011,"8/26/2011",295,32,167,"Control","Solidago nemoralis",17.3,"planted"
"22589",2024,NA,295,32,167,"Control","Schizachyrium scoparium",3.2,"planted"
"22590",2024,NA,295,32,167,"Control","Sorghastrum nutans",56.3,"planted"
"22591",2024,NA,295,32,167,"Control","Leersia oryzoides",0,"planted"
"22592",2024,NA,295,32,167,"Control","Buchloe dactyloides",0,"planted"
"22593",2021,NA,295,32,167,"Control","Andropogon gerardi",221.6,"planted"
"22594",2015,"8/25/2015",295,32,167,"Control","Andropogon gerardi",608.3,"planted"
"22595",2023,NA,295,32,167,"Control","Quercus macrocarpa",0,"planted"
"22596",2024,NA,295,32,167,"Control","Coreopsis palmata",39.5,"planted"
"22597",2022,NA,295,32,167,"Control","Miscellaneous litter",43.3,"weed"
"22598",2011,"8/26/2011",295,32,167,"Control","Cyperus sp.",0.6,"weed"
"22599",2016,"8/1/2016",295,32,167,"Control","Sorghastrum nutans",22.43,"planted"
"22600",2012,"8/28/2012",295,32,167,"Control","Oxybaphus hirsutus",0.5,"weed"
"22601",2024,NA,295,32,167,"Control","Zizia aurea",0,"planted"
"22602",2011,"8/26/2011",295,32,167,"Control","Lespedeza capitata",14.5,"planted"
"22603",2024,NA,295,32,167,"Control","Andropogon gerardi",47.4,"planted"
"22604",2024,NA,295,32,167,"Control","Solidago nemoralis",0,"planted"
"22605",2024,NA,295,32,167,"Control","Stipa spartea",0,"planted"
"22606",2016,"8/1/2016",295,32,167,"Control","Solidago nemoralis",0,"planted"
"22607",2024,NA,295,32,167,"Control","Elymus canadensis",0,"planted"
"22608",2016,"8/1/2016",295,32,167,"Control","32 species weeds",0,"weed"
"22609",2016,"8/1/2016",295,32,167,"Control","Agropyron smithii",0,"planted"
"22610",2024,NA,295,32,167,"Control","Calamagrostis canadensis",0,"planted"
"22611",2024,NA,295,32,167,"Control","Panicum virgatum",0,"planted"
"22612",2021,NA,295,32,167,"Control","Real weeds",0.7,"weed"
"22613",2022,NA,295,32,167,"Control","Coreopsis palmata",92.2,"planted"
"22614",2023,NA,295,32,167,"Control","Asclepias tuberosa",0,"planted"
"22615",2024,NA,295,32,167,"Control","Vicia villosa",0,"planted"
"22616",2018,"8/1/2018",295,32,167,"Control","Baptisia leucantha",0,"planted"
"22617",2011,"8/26/2011",295,32,167,"Control","Poa pratensis",15.4,"planted"
"22618",2022,NA,295,32,167,"Control","Andropogon gerardi",59.2,"planted"
"22619",2016,"8/1/2016",295,32,167,"Control","Solidago rigida",2.9,"planted"
"22620",2015,"8/25/2015",295,32,167,"Control","Lupinus perennis",31.2,"planted"
"22621",2024,NA,295,32,167,"Control","Koeleria cristata",0,"planted"
"22622",2010,"8/26/2010",295,32,167,"Control","Sorghastrum nutans",49.2,"planted"
"22623",2016,"8/1/2016",295,32,167,"Control","Achillea millefolium (lanulosa)",0.15,"planted"
"22624",2023,NA,295,32,167,"Control","Coreopsis palmata",18.4,"planted"
"22625",2012,"8/28/2012",295,32,167,"Control","Coreopsis palmata",28.6,"planted"
"22626",2009,"8/17/2009",295,32,167,"Control","Panicum oligosanthes",1.7,"weed"
"22627",2021,NA,295,32,167,"Control","Lupinus perennis",73.5,"planted"
"22628",2011,"8/26/2011",295,32,167,"Control","Schizachyrium scoparium",53,"planted"
"22629",2011,"8/26/2011",295,32,167,"Control","Lupinus perennis",119.8,"planted"
"22630",2011,"8/26/2011",295,32,167,"Control","Eragrostis spectabilis",17,"weed"
"22631",2018,"8/1/2018",295,32,167,"Control","Schizachyrium scoparium",0,"planted"
"22632",2009,"8/17/2009",295,32,167,"Control","Bouteloua gracilis",2,"planted"
"22633",2009,"8/17/2009",295,32,167,"Control","Solidago nemoralis",0.2,"planted"
"22634",2023,NA,295,32,167,"Control","Andropogon gerardi",62.8,"planted"
"22635",2023,NA,295,32,167,"Control","Petalostemum purpureum",0,"planted"
"22636",2016,"8/1/2016",295,32,167,"Control","Bouteloua curtipendula",0.48,"planted"
"22637",2008,"10/29/2008",295,32,167,"Control","Unsorted biomass",295.6,"weed"
"22638",2022,NA,295,32,167,"Control","Lespedeza capitata",3.84,"planted"
"22639",2023,NA,295,32,167,"Control","Bouteloua gracilis",0,"planted"
"22640",2018,"8/1/2018",295,32,167,"Control","Quercus ellipsoidalis",0,"planted"
"22641",2016,"8/1/2016",295,32,167,"Control","Vicia villosa",0,"planted"
"22642",2017,"8/1/2017",295,32,167,"Control","Poa pratensis",12.4,"planted"
"22643",2024,NA,295,32,167,"Control","Sporobolus cryptandrus",0,"planted"
"22644",2017,"8/1/2017",295,32,167,"Control","Stipa spartea",1.3,"planted"
"22645",2023,NA,295,32,167,"Control","Zizia aurea",0,"planted"
"22646",2009,"8/17/2009",295,32,167,"Control","Lupinus perennis",184.9,"planted"
"22647",2009,"8/17/2009",295,32,167,"Control","Agropyron repens",1,"weed"
"22648",2023,NA,295,32,167,"Control","Vicia villosa",0,"planted"
"22649",2011,"8/26/2011",295,32,167,"Control","Agrostis scabra",10.8,"weed"
"22650",2022,NA,295,32,167,"Control","Real weeds",0.93,"weed"
"22651",2018,"8/1/2018",295,32,167,"Control","Solidago nemoralis",0,"planted"
"22652",2024,NA,295,32,167,"Control","Monarda fistulosa",0,"planted"
"22653",2018,"8/1/2018",295,32,167,"Control","Amorpha canescens",0,"planted"
"22654",2018,"8/1/2018",295,32,167,"Control","Achillea millefolium (lanulosa)",0.3,"planted"
"22655",2022,NA,295,32,167,"Control","Poa pratensis",3.19,"planted"
"22656",2012,"8/28/2012",295,32,167,"Control","Lupinus perennis",7.3,"planted"
"22657",2023,NA,295,32,167,"Control","Bouteloua curtipendula",0,"planted"
"22658",2017,"8/1/2017",295,32,167,"Control","Koeleria cristata",0.31,"planted"
"22659",2012,"8/28/2012",295,32,167,"Control","Panicum virgatum",1.2,"planted"
"22660",2022,NA,295,32,167,"Control","Liatris aspera",42.7,"planted"
"22661",2017,"8/1/2017",295,32,167,"Control","Sorghastrum nutans",3.1,"planted"
"22662",2021,NA,295,32,167,"Control","Poa pratensis",17.2,"planted"
"22663",2021,NA,295,32,167,"Control","Coreopsis palmata",14.6,"planted"
"22664",2024,NA,295,32,167,"Control","Real weeds",12.28,"weed"
"22665",2022,NA,295,32,167,"Control","Solidago rigida",0.17,"planted"
"22666",2018,"8/1/2018",295,32,167,"Control","Agropyron smithii",0,"planted"
"22667",2022,NA,295,32,167,"Control","Sorghastrum nutans",70.8,"planted"
"22668",2023,NA,295,32,167,"Control","Sporobolus cryptandrus",0,"planted"
"22669",2009,"8/17/2009",295,32,167,"Control","Schizachyrium scoparium",79.7,"planted"
"22670",2018,"8/1/2018",295,32,167,"Control","Stipa spartea",0,"planted"
"22671",2024,NA,295,32,167,"Control","Rudbeckia serotina",0,"planted"
"22672",2023,NA,295,32,167,"Control","Calamagrostis canadensis",0,"planted"
"22673",2024,NA,295,32,167,"Control","Miscellaneous litter",2.33,"weed"
"22674",2018,"8/1/2018",295,32,167,"Control","32 species weeds",0,"weed"
"22675",2023,NA,295,32,167,"Control","Stipa spartea",0,"planted"
"22676",2021,NA,295,32,167,"Control","Schizachyrium scoparium",12.2,"planted"
"22677",2018,"8/1/2018",295,32,167,"Control","Vicia villosa",0,"planted"
"22678",2023,NA,295,32,167,"Control","Elymus canadensis",0,"planted"
"22679",2017,"8/1/2017",295,32,167,"Control","Andropogon gerardi",275.8,"planted"
"22680",2024,NA,295,32,167,"Control","Quercus ellipsoidalis",0,"planted"
"22681",2009,"8/17/2009",295,32,167,"Control","Lychnis alba",3.4,"weed"
"22682",2024,NA,295,32,167,"Control","Poa pratensis",18.3,"planted"
"22683",2021,NA,295,32,167,"Control","Sorghastrum nutans",118.9,"planted"
"22684",2024,NA,295,32,167,"Control","Quercus macrocarpa",0,"planted"
"22685",2023,NA,295,32,167,"Control","Baptisia leucantha",0,"planted"
"22686",2022,NA,295,32,167,"Control","Bouteloua gracilis",0.49,"planted"
"22687",2023,NA,295,32,167,"Control","Solidago rigida",6.61,"planted"
"22688",2024,NA,295,32,167,"Control","Petalostemum villosum",0,"planted"
"22689",2024,NA,295,32,167,"Control","Petalostemum purpureum",0,"planted"
"22690",2023,NA,295,32,167,"Control","Sorghastrum nutans",54.2,"planted"
"22691",2018,"8/1/2018",295,32,167,"Control","Sporobolus cryptandrus",0,"planted"
"22692",2022,NA,295,32,167,"Control","Schizachyrium scoparium",0.17,"planted"
"22693",2016,"8/1/2016",295,32,168,"FoliarFungicide","Andropogon gerardi",0.77,"planted"
"22694",2021,NA,295,32,168,"FoliarFungicide","Asclepias tuberosa",35.2,"planted"
"22695",2018,"8/1/2018",295,32,168,"FoliarFungicide","Leersia oryzoides",0,"planted"
"22696",2016,"8/1/2016",295,32,168,"FoliarFungicide","Amorpha canescens",0,"planted"
"22697",2018,"8/1/2018",295,32,168,"FoliarFungicide","Amorpha canescens",0,"planted"
"22698",2018,"8/1/2018",295,32,168,"FoliarFungicide","Liatris aspera",0,"planted"
"22699",2021,NA,295,32,168,"FoliarFungicide","Achillea millefolium (lanulosa)",3,"planted"
"22700",2018,"8/1/2018",295,32,168,"FoliarFungicide","Coreopsis palmata",22.1,"planted"
"22701",2022,NA,295,32,168,"FoliarFungicide","Coreopsis palmata",87.9,"planted"
"22702",2016,"8/1/2016",295,32,168,"FoliarFungicide","Elymus canadensis",0,"planted"
"22703",2018,"8/1/2018",295,32,168,"FoliarFungicide","Buchloe dactyloides",0,"planted"
"22704",2024,NA,295,32,168,"FoliarFungicide","Vicia villosa",0,"planted"
"22705",2023,NA,295,32,168,"FoliarFungicide","Bouteloua curtipendula",0,"planted"
"22706",2018,"8/1/2018",295,32,168,"FoliarFungicide","Koeleria cristata",0,"planted"
"22707",2018,"8/1/2018",295,32,168,"FoliarFungicide","Lespedeza capitata",0,"planted"
"22708",2024,NA,295,32,168,"FoliarFungicide","Agropyron smithii",0,"planted"
"22709",2012,"8/28/2012",295,32,168,"FoliarFungicide","Lespedeza capitata",3.3,"planted"
"22710",2016,"8/1/2016",295,32,168,"FoliarFungicide","Real weeds",0.33,"weed"
"22711",2018,"8/1/2018",295,32,168,"FoliarFungicide","Bouteloua curtipendula",0,"planted"
"22712",2013,"8/20/2013",295,32,168,"FoliarFungicide","Solidago rigida",4.6,"planted"
"22713",2013,"8/20/2013",295,32,168,"FoliarFungicide","Lupinus perennis",90.6,"planted"
"22714",2022,NA,295,32,168,"FoliarFungicide","Andropogon gerardi",27.4,"planted"
"22715",2018,"8/1/2018",295,32,168,"FoliarFungicide","Bouteloua gracilis",1.6,"planted"
"22716",2014,"8/25/2014",295,32,168,"FoliarFungicide","Schizachyrium scoparium",0.3,"planted"
"22717",2017,"8/1/2017",295,32,168,"FoliarFungicide","Solidago rigida",79.3,"planted"
"22718",2024,NA,295,32,168,"FoliarFungicide","Stipa spartea",0,"planted"
"22719",2010,"8/27/2010",295,32,168,"FoliarFungicide","Solidago rigida",39.7,"planted"
"22720",2024,NA,295,32,168,"FoliarFungicide","32 species weeds",0,"weed"
"22721",2022,NA,295,32,168,"FoliarFungicide","Koeleria cristata",5.92,"planted"
"22722",2012,"8/28/2012",295,32,168,"FoliarFungicide","Sorghastrum nutans",73.5,"planted"
"22723",2016,"8/1/2016",295,32,168,"FoliarFungicide","Coreopsis palmata",1.07,"planted"
"22724",2018,"8/1/2018",295,32,168,"FoliarFungicide","Miscellaneous litter",0,"weed"
"22725",2013,"8/20/2013",295,32,168,"FoliarFungicide","Oxybaphus hirsutus",0.19,"weed"
"22726",2016,"8/1/2016",295,32,168,"FoliarFungicide","Lespedeza capitata",0,"planted"
"22727",2009,"8/17/2009",295,32,168,"FoliarFungicide","Achillea millefolium (lanulosa)",2.1,"planted"
"22728",2021,NA,295,32,168,"FoliarFungicide","Andropogon gerardi",6.6,"planted"
"22729",2016,"8/1/2016",295,32,168,"FoliarFungicide","Baptisia leucantha",0,"planted"
"22730",2018,"8/1/2018",295,32,168,"FoliarFungicide","Elymus canadensis",0,"planted"
"22731",2016,"8/1/2016",295,32,168,"FoliarFungicide","Agropyron smithii",0,"planted"
"22732",2018,"8/1/2018",295,32,168,"FoliarFungicide","32 species weeds",0,"weed"
"22733",2013,"8/20/2013",295,32,168,"FoliarFungicide","Sorghastrum nutans",167.7,"planted"
"22734",2015,"8/25/2015",295,32,168,"FoliarFungicide","Asclepias tuberosa",12.6,"planted"
"22735",2011,"8/26/2011",295,32,168,"FoliarFungicide","Poa pratensis",97.1,"planted"
"22736",2010,"8/27/2010",295,32,168,"FoliarFungicide","Sorghastrum nutans",29.6,"planted"
"22737",2016,"8/1/2016",295,32,168,"FoliarFungicide","Miscellaneous litter",1.97,"weed"
"22738",2023,NA,295,32,168,"FoliarFungicide","Quercus macrocarpa",0,"planted"
"22739",2024,NA,295,32,168,"FoliarFungicide","Quercus ellipsoidalis",0,"planted"
